Namespace,Hash,Function Name,Parameters,Return Type,Description
VEHICLE,0x5991A01434CE9677,_ARE_PLANE_WINGS_INTACT,plane:Vehicle,BOOL,
VEHICLE,0x3C7D42D58F770B54,ATTACH_VEHICLE_TO_TRAILER,"vehicle:Vehicle, trailer:Vehicle, radius:float",void,
VEHICLE,0x26C10ECBDA5D043B,CAN_ANCHOR_BOAT_HERE,vehicle:Vehicle,BOOL,
VEHICLE,0x30785D90C956BF35,CAN_SHUFFLE_SEAT,"vehicle:Vehicle, seatIndex:int",BOOL,
VEHICLE,0x16B5E274BDE402F8,ATTACH_VEHICLE_ON_TO_TRAILER,"vehicle:Vehicle, trailer:Vehicle, offsetX:float, offsetY:float, offsetZ:float, coordsX:float, coordsY:float, coordsZ:float, rotationX:float, rotationY:float, rotationZ:float, disableColls:float",void,
VEHICLE,0x55E1D2758F34E437,CLEAR_VEHICLE_CUSTOM_PRIMARY_COLOUR,vehicle:Vehicle,void,
VEHICLE,0x4127F1D84E347769,ATTACH_VEHICLE_TO_CARGOBOB,"vehicle:Vehicle, cargobob:Vehicle, p2:int, x:float, y:float, z:float",void,"```
p2 is unknown and is always -1 in the script natives.
```"
VEHICLE,0x5FFBDEEC3E8E2009,CLEAR_VEHICLE_CUSTOM_SECONDARY_COLOUR,vehicle:Vehicle,void,
VEHICLE,0x260BE8F09E326A20,BRING_VEHICLE_TO_HALT,"vehicle:Vehicle, distance:float, duration:int, unknown:BOOL",void,"```
This native makes the vehicle stop immediately, as happens when we enter a MP garage.  
. distance defines how far it will travel until stopping. Garage doors use 3.0.  
. If killEngine is set to 1, you cannot resume driving the vehicle once it stops. This looks like is a bitmapped integer.  
```"
VEHICLE,0x24F4121D07579880,_CAN_ANCHOR_BOAT_HERE_2,vehicle:Vehicle,BOOL,"```
Differs from 0x26C10ECBDA5D043B in that 0x140EFCC10 (1604 retail) is called with a2 = true.

NativeDB Introduced: v678
```"
VEHICLE,0x6D6AF961B72728AE,CLEAR_VEHICLE_ROUTE_HISTORY,vehicle:Vehicle,void,
VEHICLE,0xE01903C47C7AC89E,CLEAR_LAST_DRIVEN_VEHICLE,,void,
VEHICLE,0xCFC8BE9A5E1FE575,CONTROL_LANDING_GEAR,"vehicle:Vehicle, state:int",void,"```
Works for vehicles with a retractable landing gear  
landing gear states:  
0: Deployed  
1: Closing  
2: Opening  
3: Retracted  
```"
VEHICLE,0xAA3F739ABDDCF21F,_CLEAR_VEHICLE_PHONE_EXPLOSIVE_DEVICE,,void,
VEHICLE,0xE44A982368A4AF23,COPY_VEHICLE_DAMAGES,"sourceVehicle:Vehicle, targetVehicle:Vehicle",void,"Copies sourceVehicle's damage (broken bumpers, broken lights, etc.) to targetVehicle."
VEHICLE,0x3556041742A0DC74,CLOSE_BOMB_BAY_DOORS,vehicle:Vehicle,void,
VEHICLE,0x7BEB0C7A235F6F3B,CREATE_PICK_UP_ROPE_FOR_CARGOBOB,"cargobob:Vehicle, state:int",void,"```
Drops the Hook/Magnet on a cargobob  
state  
enum eCargobobHook  
{  
	CARGOBOB_HOOK = 0,  
	CARGOBOB_MAGNET = 1,  
};  
```"
VEHICLE,0xAF35D0D2583051B0,CREATE_VEHICLE,"modelHash:Hash, x:float, y:float, z:float, heading:float, isNetwork:BOOL, netMissionEntity:BOOL",Vehicle,"Creates a vehicle with the specified model at the specified position. This vehicle will initially be owned by the creating
script as a mission entity, and the model should be loaded already (e.g. using REQUEST_MODEL).

```
NativeDB Added Parameter 8: BOOL p7
```"
VEHICLE,0x63C6CCA8E68AE8C8,CREATE_MISSION_TRAIN,"variation:int, x:float, y:float, z:float, direction:BOOL",Vehicle,"Train models must be [requested](#\_0x963D27A58DF860AC) before use. See trains.xml for freight and metro variations.

```
NativeDB Added Parameter 6: Any p5
NativeDB Added Parameter 7: Any p6
```

### Train Models:

*   freight
*   freightcar
*   freightcar2 (Added v2372)
*   freightcont1
*   freightcont2
*   freightgrain
*   metrotrain
*   tankercar"
VEHICLE,0x5B76B14AE875C795,DELETE_MISSION_TRAIN,train:Vehicle*,void,
VEHICLE,0x9DEF883114668116,CREATE_SCRIPT_VEHICLE_GENERATOR,"x:float, y:float, z:float, heading:float, p4:float, p5:float, modelHash:Hash, p7:int, p8:int, p9:int, p10:int, p11:BOOL, p12:BOOL, p13:BOOL, p14:BOOL, p15:BOOL, p16:int",int,"```
Creates a script vehicle generator at the given coordinates. Most parameters after the model hash are unknown.  
Parameters:  
a/w/s - Generator position  
heading - Generator heading  
p4 - Unknown (always 5.0)  
p5 - Unknown (always 3.0)  
modelHash - Vehicle model hash  
p7/8/9/10 - Unknown (always -1)  
p11 - Unknown (usually TRUE, only one instance of FALSE)  
p12/13 - Unknown (always FALSE)  
p14 - Unknown (usally FALSE, only two instances of TRUE)  
p15 - Unknown (always TRUE)  
p16 - Unknown (always -1)  
Vector3 coords = GET_ENTITY_COORDS(PLAYER_PED_ID(), 0);	CREATE_SCRIPT_VEHICLE_GENERATOR(coords.x, coords.y, coords.z, 1.0f, 5.0f, 3.0f, GET_HASH_KEY(""adder""), -1. -1, -1, -1, -1, true, false, false, false, true, -1);  
```"
VEHICLE,0x736A718577F39C7D,DELETE_ALL_TRAINS,,void,
VEHICLE,0x22102C9ABFCF125D,DELETE_SCRIPT_VEHICLE_GENERATOR,vehicleGenerator:int,void,
VEHICLE,0x7C0043FDFF6436BC,DETACH_CONTAINER_FROM_HANDLER_FRAME,vehicle:Vehicle,void,
VEHICLE,0xEA386986E786A54F,DELETE_VEHICLE,vehicle:Vehicle*,void,"```
Deletes a vehicle.  
The vehicle must be a mission entity to delete, so call this before deleting: SET_ENTITY_AS_MISSION_ENTITY(vehicle, true, true);  
eg how to use:  
SET_ENTITY_AS_MISSION_ENTITY(vehicle, true, true);  
DELETE_VEHICLE(&vehicle);  
Deletes the specified vehicle, then sets the handle pointed to by the pointer to NULL.  
```"
VEHICLE,0xADF7BE450512C12F,DETACH_VEHICLE_FROM_ANY_CARGOBOB,vehicle:Vehicle,BOOL,
VEHICLE,0xAF03011701811146,_DETACH_ENTITY_FROM_CARGOBOB,"vehicle:Vehicle, entity:Entity",Any,
VEHICLE,0x0E21D3DF1051399D,DETACH_VEHICLE_FROM_CARGOBOB,"vehicle:Vehicle, cargobob:Vehicle",void,
VEHICLE,0xC2DB6B6708350ED8,DETACH_VEHICLE_FROM_TOW_TRUCK,"towTruck:Vehicle, vehicle:Vehicle",void,"```
First two parameters swapped. Scripts verify that towTruck is the first parameter, not the second.  
```"
VEHICLE,0xEF49CF0270307CBE,DETONATE_VEHICLE_PHONE_EXPLOSIVE_DEVICE,,void,
VEHICLE,0x23428FC53C60919C,DISABLE_PLANE_AILERON,"vehicle:Vehicle, p1:BOOL, p2:BOOL",void,
VEHICLE,0x32CAEDF24A583345,_DISABLE_VEHICLE_TURRET_MOVEMENT_THIS_FRAME,vehicle:Vehicle,void,
VEHICLE,0xD0E9CE05A1E68CD8,DETACH_VEHICLE_FROM_ANY_TOW_TRUCK,vehicle:Vehicle,BOOL,
VEHICLE,0x90532EDF0D2BDD86,DETACH_VEHICLE_FROM_TRAILER,vehicle:Vehicle,void,
VEHICLE,0x500873A45724C863,DISABLE_INDIVIDUAL_PLANE_PROPELLER,"vehicle:Vehicle, propeller:int",void,
VEHICLE,0x1821D91AD4B56108,DOES_CARGOBOB_HAVE_PICK_UP_ROPE,cargobob:Vehicle,BOOL,"```
Returns true only when the hook is active, will return false if the magnet is active  
```"
VEHICLE,0x83F813570FF519DE,_DISABLE_VEHICLE_NEON_LIGHTS,"vehicle:Vehicle, toggle:BOOL",void,
VEHICLE,0x1262D55792428154,DOES_EXTRA_EXIST,"vehicle:Vehicle, extraId:int",BOOL,"```
Checks via CVehicleModelInfo  
```"
VEHICLE,0xF4FC6A6F67D8D856,DISABLE_VEHICLE_WEAPON,"disabled:BOOL, weaponHash:Hash, vehicle:Vehicle, owner:Ped",void,"```
how does this work?  
```"
VEHICLE,0xF6086BC836400876,DOES_SCRIPT_VEHICLE_GENERATOR_EXIST,vehicleGenerator:int,BOOL,
VEHICLE,0x75627043C6AA90AD,_DISABLE_VEHICLE_WORLD_COLLISION,vehicle:Vehicle,void,"Disables collision for this vehicle (maybe it also supports other entities, not sure).
Only world/building/fixed world objects will have their collisions disabled, props, peds, or any other entity still collides with the vehicle.

[Example video](https://streamable.com/6n45d5)

Not sure if there is a native (and if so, which one) that resets the collisions."
VEHICLE,0x956B409B984D9BF7,DOES_VEHICLE_EXIST_WITH_DECORATOR,decorator:char*,BOOL,
VEHICLE,0x6E08BF5B3722BAC9,DOES_CARGOBOB_HAVE_PICKUP_MAGNET,cargobob:Vehicle,BOOL,"```
Returns true only when the magnet is active, will return false if the hook is active  
```"
VEHICLE,0x4E417C547182C84D,_DOES_VEHICLE_ALLOW_RAPPEL,vehicle:Vehicle,BOOL,"```
Returns true if the vehicle has the FLAG_ALLOWS_RAPPEL flag set.
```"
VEHICLE,0xE43701C36CAFF1A4,_DOES_VEHICLE_HAVE_LANDING_GEAR,vehicle:Vehicle,BOOL,"```
NativeDB Introduced: v1180
```"
VEHICLE,0x8AC862B0B32C5B80,DOES_VEHICLE_HAVE_ROOF,vehicle:Vehicle,BOOL,
VEHICLE,0x99015ED7DBEA5113,_DOES_VEHICLE_HAVE_SEARCHLIGHT,vehicle:Vehicle,BOOL,"```
NativeDB Introduced: v2189
```"
VEHICLE,0x57E4C39DE5EE8470,DOES_VEHICLE_HAVE_STUCK_VEHICLE_CHECK,vehicle:Vehicle,BOOL,"```
Maximum amount of vehicles with vehicle stuck check appears to be 16.  
```"
VEHICLE,0x786A4EB67B01BF0B,EXPLODE_VEHICLE_IN_CUTSCENE,"vehicle:Vehicle, p1:BOOL",void,
VEHICLE,0x25ECB9F8017D98E0,DOES_VEHICLE_HAVE_WEAPONS,vehicle:Vehicle,BOOL,
VEHICLE,0x8DC9675797123522,_FIND_RANDOM_POINT_IN_SPACE,ped:Ped,Vector3,"Native is significantly more complicated than simply generating a random vector & length.

The 'point' is either 400.0 or 250.0 units away from the Ped's current coordinates; and paths into functions like rage::grcViewport\_\__IsSphereVisible.

```
NativeDB Introduced: v1290
```"
VEHICLE,0x534E36D4DB9ECC5D,_DOES_VEHICLE_TYRE_EXIST,"vehicle:Vehicle, tyreIndex:int",BOOL,"```
Checks if vehicle tyre at index exists. Also returns false if tyre was removed.
```

```
NativeDB Introduced: v1493
```"
VEHICLE,0x375E7FC44F21C8AB,_FIND_VEHICLE_CARRYING_THIS_ENTITY,entity:Entity,Vehicle,"```
Finds the vehicle that is carrying this entity with a handler frame.
The model of the entity must be prop_contr_03b_ld or the function will return 0.
```"
VEHICLE,0xE38CB9D7D39FDBCC,_EJECT_JB700_ROOF,"vehicle:Vehicle, x:float, y:float, z:float",void,
VEHICLE,0x1F2E4E06DEA8992B,FORCE_PLAYBACK_RECORDED_VEHICLE_UPDATE,"vehicle:Vehicle, p1:BOOL",void,"```
Often called after START_PLAYBACK_RECORDED_VEHICLE and SKIP_TIME_IN_PLAYBACK_RECORDED_VEHICLE; similar in use to FORCE_ENTITY_AI_AND_ANIMATION_UPDATE.
```"
VEHICLE,0xBA71116ADF5B514C,EXPLODE_VEHICLE,"vehicle:Vehicle, isAudible:BOOL, isInvisible:BOOL",void,"```
Explodes a selected vehicle.  
Vehicle vehicle = Vehicle you want to explode.  
BOOL isAudible = If explosion makes a sound.  
BOOL isInvisible = If the explosion is invisible or not.  
First BOOL does not give any visual explosion, the vehicle just falls apart completely but slowly and starts to burn.  
```"
VEHICLE,0x9B8E1BF04B51F2E8,_GET_ALL_VEHICLES,vehArray:int*,int,
VEHICLE,0xC1F981A6F74F0C23,_GET_BOAT_BOOM_POSITION_RATIO_2,"vehicle:Vehicle, p1:BOOL",void,"```
Same call as VEHICLE::_0x0F3B4D4E43177236
```"
VEHICLE,0x9078C0C5EF8C19E9,_GET_CAN_VEHICLE_JUMP,vehicle:Vehicle,BOOL,"```
Returns true if the vehicle has the FLAG_JUMPING_CAR flag set.
```"
VEHICLE,0xCBDB9B923CACC92D,_GET_CARGOBOB_HOOK_POSITION,cargobob:Vehicle,Vector3,"Gets the position of the cargobob hook, in world coords."
VEHICLE,0x772282EBEB95E682,FIX_VEHICLE_WINDOW,"vehicle:Vehicle, windowIndex:int",void,"See eWindowId declared in [`IS_VEHICLE_WINDOW_INTACT`](#\_0x46E571A0E20D01F1).

This function is coded to not work on vehicles of type: `CBike`, `Bmx`, `CBoat`, `CTrain`, and `CSubmarine`."
VEHICLE,0xF73EB622C4F1689B,GET_CLOSEST_VEHICLE,"x:float, y:float, z:float, radius:float, modelHash:Hash, flags:int",Vehicle,"```
Example usage  
VEHICLE::GET_CLOSEST_VEHICLE(x, y, z, radius, hash, unknown leave at 70)   
x, y, z: Position to get closest vehicle to.  
radius: Max radius to get a vehicle.  
modelHash: Limit to vehicles with this model. 0 for any.  
flags: The bitwise flags altering the function's behaviour.  
Does not return police cars or helicopters.  
It seems to return police cars for me, does not seem to return helicopters, planes or boats for some reason  
Only returns non police cars and motorbikes with the flag set to 70 and modelHash to 0. ModelHash seems to always be 0 when not a modelHash in the scripts, as stated above.   
These flags were found in the b617d scripts: 0,2,4,6,7,23,127,260,2146,2175,12294,16384,16386,20503,32768,67590,67711,98309,100359.  
Converted to binary, each bit probably represents a flag as explained regarding another native here: gtaforums.com/topic/822314-guide-driving-styles  
Conversion of found flags to binary: pastebin.com/kghNFkRi  
At exactly 16384 which is 0100000000000000 in binary and 4000 in hexadecimal only planes are returned.   
It's probably more convenient to use worldGetAllVehicles(int *arr, int arrSize) and check the shortest distance yourself and sort if you want by checking the vehicle type with for example VEHICLE::IS_THIS_MODEL_A_BOAT  
-------------------------------------------------------------------------  
Conclusion: This native is not worth trying to use. Use something like this instead: pastebin.com/xiFdXa7h
Use flag 127 to return police cars
```"
VEHICLE,0x33506883545AC0DF,FORCE_SUBMARINE_SURFACE_MODE,"vehicle:Vehicle, toggle:BOOL",void,
VEHICLE,0x42BC05C27A946054,GET_CURRENT_PLAYBACK_FOR_VEHICLE,vehicle:Vehicle,int,
VEHICLE,0x6636C535F6CC2725,GET_BOAT_BOOM_POSITION_RATIO,vehicle:Vehicle,float,
VEHICLE,0x71AFB258CCED3A27,_GET_DOES_VEHICLE_HAVE_TOMBSTONE,vehicle:Vehicle,BOOL,"```
NativeDB Introduced: v1604
```"
VEHICLE,0x0F3B4D4E43177236,_GET_BOAT_BOOM_POSITION_RATIO_3,"vehicle:Vehicle, p1:BOOL",void,
VEHICLE,0x99093F60746708CA,_GET_ENTITY_ATTACHED_TO_CARGOBOB,vehicle:Vehicle,Entity,
VEHICLE,0xF8C397922FC03F41,GET_CONVERTIBLE_ROOF_STATE,vehicle:Vehicle,int,"```
enum RoofState
{
     ROOFSTATE_UP = 0;
     ROOFSTATE_LOWERING,
     ROOFSTATE_DOWN,
     ROOFSTATE_RAISING
};
```

Got a ""6"" return value but not sure about what the value means
6 -> unknown (Stopped but not fully open ?)"
VEHICLE,0xB215AAC32D25D019,GET_DISPLAY_NAME_FROM_VEHICLE_MODEL,modelHash:Hash,char*,Returns the display name/text label (`gameName` in `vehicles.meta`) for the specified vehicle model.
VEHICLE,0xC0572928C0ABFDA3,_GET_ENTRY_POSITION_OF_DOOR,"vehicle:Vehicle, doorIndex:int",Vector3,See eDoorId declared in [`SET_VEHICLE_DOOR_SHUT`](#\_0x93D9BD300D7789E5)
VEHICLE,0x2F5A72430E78C8D3,_GET_DRIFT_TYRES_ENABLED,vehicle:Vehicle,BOOL,"```
NativeDB Introduced: v2372
```"
VEHICLE,0x36D782F68B309BDA,_GET_HAS_ROCKET_BOOST,vehicle:Vehicle,BOOL,
VEHICLE,0xEFEA18DCF10F8F75,GET_ENTITY_ATTACHED_TO_TOW_TRUCK,towTruck:Vehicle,Entity,
VEHICLE,0xDCA174A42133F08C,_GET_HAS_RETRACTABLE_WHEELS,vehicle:Vehicle,BOOL,
VEHICLE,0xAC51915D27E4A5F7,GET_HELI_TAIL_BOOM_HEALTH,vehicle:Vehicle,float,"```
Max 1000.
At -100 both helicopter rotors will stall.
```"
VEHICLE,0xE4CB7541F413D2C5,GET_HELI_MAIN_ROTOR_HEALTH,vehicle:Vehicle,float,"```
Max 1000.  
At 0 the main rotor will stall.  
```"
VEHICLE,0xAE8CE82A4219AC8C,GET_HELI_TAIL_ROTOR_HEALTH,vehicle:Vehicle,float,"```
Max 1000.  
At 0 the tail rotor will stall.  
```"
VEHICLE,0x0BB5CBDDD0F25AE3,_GET_HYDRAULIC_WHEEL_VALUE,"vehicle:Vehicle, wheelId:int",float,"```
NativeDB Introduced: v2372
```"
VEHICLE,0x5EF77C9ADD3B11A3,GET_IS_LEFT_VEHICLE_HEADLIGHT_DAMAGED,vehicle:Vehicle,BOOL,"```
From the driver's perspective, is the left headlight broken.  
```"
VEHICLE,0x645F4B6E8499F632,_GET_IS_DOOR_VALID,"vehicle:Vehicle, doorIndex:int",BOOL,See eDoorId declared in [`SET_VEHICLE_DOOR_SHUT`](#\_0x93D9BD300D7789E5)
VEHICLE,0x0506ED94363AD905,_GET_IS_VEHICLE_EMP_DISABLED,vehicle:Vehicle,BOOL,"```
Returns whether this vehicle is currently disabled by an EMP mine.

NativeDB Introduced: v1604
```"
VEHICLE,0xF095C0405307B21B,GET_IS_VEHICLE_PRIMARY_COLOUR_CUSTOM,vehicle:Vehicle,BOOL,
VEHICLE,0xA2459F72C14E2E8D,_GET_IS_VEHICLE_SHUNT_BOOST_ACTIVE,vehicle:Vehicle,BOOL,"```
NativeDB Introduced: v1604
```"
VEHICLE,0x9B0F3DCA3DB0F4CD,GET_LANDING_GEAR_STATE,vehicle:Vehicle,int,"```
Landing gear states:  
0: Deployed  
1: Closing (Retracting)
3: Opening (Deploying)
4: Retracted  
5: Broken
```

Landing gear state 2 is never used."
VEHICLE,0xA7ECB73355EB2F20,GET_IS_RIGHT_VEHICLE_HEADLIGHT_DAMAGED,vehicle:Vehicle,BOOL,"```
From the driver's perspective, is the right headlight broken.  
```"
VEHICLE,0xB2D06FAEDE65B577,GET_LAST_DRIVEN_VEHICLE,,Vehicle,
VEHICLE,0xAE31E7DF9B5B132E,GET_IS_VEHICLE_ENGINE_RUNNING,vehicle:Vehicle,BOOL,"```
Returns true when in a vehicle, false whilst entering/exiting.  
```"
VEHICLE,0x910A32E7AAD2656C,GET_IS_VEHICLE_SECONDARY_COLOUR_CUSTOM,vehicle:Vehicle,BOOL,"```
Check if Vehicle Secondary is avaliable for customize  
```"
VEHICLE,0x04F2FA6E234162F7,_GET_LAST_RAMMED_VEHICLE,vehicle:Vehicle,Vehicle,"```
Returns last vehicle that was rammed by the given vehicle using the shunt boost.

NativeDB Introduced: v1604
```"
VEHICLE,0x1DA0DA9CB3F0C8BF,_GET_IS_WHEELS_LOWERED_STATE_ACTIVE,vehicle:Vehicle,BOOL,
VEHICLE,0x83F969AA1EE2A664,GET_LAST_PED_IN_VEHICLE_SEAT,"vehicle:Vehicle, seatIndex:int",Ped,
VEHICLE,0xF7AF4F159FF99F97,_GET_MAKE_NAME_FROM_VEHICLE_MODEL,modelHash:Hash,char*,"Will return a vehicle's manufacturer display label.
Returns ""CARNOTFOUND"" if the hash doesn't match a vehicle hash.

```
NativeDB Introduced: v1868
```"
VEHICLE,0xB4C7A93837C91A1F,GET_LIVERY_NAME,"vehicle:Vehicle, liveryIndex:int",char*,"```
Second Param = LiveryIndex  
example   
int count = VEHICLE::GET_VEHICLE_LIVERY_COUNT(veh);  
for (int i = 0; i < count; i++)    
	{  
char* LiveryName = VEHICLE::GET_LIVERY_NAME(veh, i);  
	}  
this example will work fine to fetch all names   
for example for Sanchez we get   
SANC_LV1  
SANC_LV2  
SANC_LV3  
SANC_LV4  
SANC_LV5  
Use _GET_LABEL_TEXT, to get the localized livery name.  
-----------  
NOTE: You may need to set the vehicle's modKit to 0 by using this function: SET_VEHICLE_MOD_KIT() before getting the name, otherwise this native may return NULL.  
dev-c.com/nativedb/func/info/1f2aa07f00b3217a  
```"
VEHICLE,0x51F0FEB9F6AE98C0,GET_MOD_SLOT_NAME,"vehicle:Vehicle, modType:int",char*,
VEHICLE,0x8935624F8C5592CC,GET_MOD_TEXT_LABEL,"vehicle:Vehicle, modType:int, modValue:int",char*,"```
Returns the text label of a mod type for a given vehicle  
Use _GET_LABEL_TEXT to get the part name in the game's language  
```"
VEHICLE,0xA551BE18C11A476D,GET_NUM_MOD_COLORS,"paintType:int, p1:BOOL",int,"```
paintType:
0: Normal
1: Metallic
2: Pearl
3: Matte
4: Metal
5: Chrome
```"
VEHICLE,0x33F2E3FE70EAAE1D,GET_NUM_MOD_KITS,vehicle:Vehicle,int,
VEHICLE,0xE38E9162A2500646,GET_NUM_VEHICLE_MODS,"vehicle:Vehicle, modType:int",int,"```
Returns how many possible mods a vehicle has for a given mod type  
```"
VEHICLE,0x3B963160CD65D41E,GET_NUMBER_OF_VEHICLE_COLOURS,vehicle:Vehicle,int,"```
Actually number of color combinations  
```"
VEHICLE,0x2DACD605FC681475,GET_POSITION_IN_RECORDING,vehicle:Vehicle,float,"```
Distance traveled in the vehicles current recording.
```"
VEHICLE,0x9D1224004B3A6707,GET_NUM_VEHICLE_WINDOW_TINTS,,int,
VEHICLE,0x92523B76657A517D,GET_POSITION_OF_VEHICLE_RECORDING_ID_AT_TIME,"id:int, time:float",Vector3,
VEHICLE,0x92922A607497B14D,_GET_NUMBER_OF_VEHICLE_DOORS,vehicle:Vehicle,int,
VEHICLE,0x4C4D6B2644F458CB,GET_NUMBER_OF_VEHICLE_NUMBER_PLATES,,int,"```
Returns the number of *types* of licence plates, enumerated below in SET_VEHICLE_NUMBER_PLATE_TEXT_INDEX.  
```"
VEHICLE,0xB50807EABE20A8DC,GET_RANDOM_VEHICLE_BACK_BUMPER_IN_SPHERE,"p0:float, p1:float, p2:float, p3:float, p4:int, p5:int, p6:int",Vehicle,
VEHICLE,0xBB40DD2270B65366,GET_PED_IN_VEHICLE_SEAT,"vehicle:Vehicle, seatIndex:int",Ped,"Gets the ped in the specified seat of the passed vehicle.

If there is no ped in the seat, and the game considers the vehicle as ambient population, this will create a random occupant ped in the seat, which may be cleaned up by the game fairly soon if not marked as script-owned mission entity.

**NativeDB Added Parameter 3**: BOOL p2 (uses a different GetOccupant function)"
VEHICLE,0x386F6CE5BAF6091C,GET_RANDOM_VEHICLE_IN_SPHERE,"x:float, y:float, z:float, radius:float, modelHash:Hash, flags:int",Vehicle,"```
Gets a random vehicle in a sphere at the specified position, of the specified radius.  
x: The X-component of the position of the sphere.  
y: The Y-component of the position of the sphere.  
z: The Z-component of the position of the sphere.  
radius: The radius of the sphere. Max is 9999.9004.  
modelHash: The vehicle model to limit the selection to. Pass 0 for any model.  
flags: The bitwise flags that modifies the behaviour of this function.  
```"
VEHICLE,0x055BF0AC0C34F4FD,GET_RANDOM_VEHICLE_MODEL_IN_MEMORY,"p0:BOOL, modelHash:Hash*, successIndicator:int*",void,"```
Not present in the retail version! It's just a nullsub.  
p0 always true (except in one case)  
p1 a random vehicle hash loaded in memory  
successIndicator: 0 if success, -1 if failed
```"
VEHICLE,0x218297BF0CFD853B,GET_PED_USING_VEHICLE_DOOR,"vehicle:Vehicle, doorIndex:int",Ped,See eDoorId declared in [`SET_VEHICLE_DOOR_SHUT`](#\_0x93D9BD300D7789E5)
VEHICLE,0xF0F2103EFAF8CBA7,GET_ROTATION_OF_VEHICLE_RECORDING_ID_AT_TIME,"id:int, time:float",Vector3,
VEHICLE,0xD242728AA6F0FBA2,GET_POSITION_OF_VEHICLE_RECORDING_AT_TIME,"recording:int, time:float, script:char*",Vector3,"This native does no interpolation between pathpoints. The same position will be returned for all times up to the next pathpoint in the recording.

See [`REQUEST_VEHICLE_RECORDING`](#\_0xAF514CABE74CBF15)."
VEHICLE,0x3E71D0B300B7AA79,_GET_SUBMARINE_IS_BELOW_FIRST_CRUSH_DEPTH,submarine:Vehicle,BOOL,"```
NativeDB Introduced: v2189
```"
VEHICLE,0xC5574E0AEB86BA68,GET_RANDOM_VEHICLE_FRONT_BUMPER_IN_SPHERE,"p0:float, p1:float, p2:float, p3:float, p4:int, p5:int, p6:int",Vehicle,
VEHICLE,0x0E48D1C262390950,GET_TOTAL_DURATION_OF_VEHICLE_RECORDING,"recording:int, script:char*",float,
VEHICLE,0x2058206FBE79A8AD,GET_ROTATION_OF_VEHICLE_RECORDING_AT_TIME,"recording:int, time:float, script:char*",Vector3,
VEHICLE,0x102D125411A7B6E6,GET_TOTAL_DURATION_OF_VEHICLE_RECORDING_ID,id:int,float,
VEHICLE,0x093D6DDCA5B8FBAE,_GET_SUBMARINE_CRUSH_DEPTH_WARNING_STATE,submarine:Vehicle,int,"```
NativeDB Introduced: v2189
```"
VEHICLE,0x08AAFD0814722BC3,GET_TRAIN_CARRIAGE,"train:Vehicle, trailerNumber:int",Entity,"```
Corrected p1. it's basically the 'carriage/trailer number'. So if the train has 3 trailers you'd call the native once with a var or 3 times with 1, 2, 3.  
```"
VEHICLE,0x55EAB010FAEE9380,_GET_TYRE_HEALTH,"vehicle:Vehicle, wheelIndex:int",float,"```
NativeDB Introduced: v1868
```"
VEHICLE,0x5746F3A7AB7FE544,GET_TIME_POSITION_IN_RECORDING,vehicle:Vehicle,float,"```
Can be used with GET_TOTAL_DURATION_OF_VEHICLE_RECORDING{_ID} to compute a percentage.
```"
VEHICLE,0x5DD35C8D074E57AE,GET_VEHICLE_ACCELERATION,vehicle:Vehicle,float,"```
static - max acceleration  
```"
VEHICLE,0x6E387895952F4F71,_GET_TYRE_WEAR_MULTIPLIER,"vehicle:Vehicle, wheelIndex:int",float,"```
NativeDB Introduced: v2060
```"
VEHICLE,0xEA12BD130D7569A1,_GET_VEHICLE_BOMB_COUNT,aircraft:Vehicle,int,"Gets the amount of bombs that this vehicle has. As far as I know, this does *not* impact vehicle weapons or the ammo of those weapons in any way, it is just a way to keep track of the amount of bombs in a specific plane.

In decompiled scripts this is used to check if the vehicle has enough bombs before a bomb can be dropped (bombs are dropped by using [`_SHOOT_SINGLE_BULLET_BETWEEN_COORDS_WITH_EXTRA_PARAMS`](#\_0xBFE5756E7407064A)).

Use [`_SET_AIRCRAFT_BOMB_COUNT`](#\_0xF4B2ED59DEB5D774) to set the amount of bombs on that vehicle."
VEHICLE,0x873B82D42AC2B9E5,GET_VEHICLE_ATTACHED_TO_CARGOBOB,cargobob:Vehicle,Vehicle,"```
Returns attached vehicle (Vehicle in parameter must be cargobob)  
```"
VEHICLE,0xE495D1EF4C91FD20,GET_VEHICLE_CAUSE_OF_DESTRUCTION,vehicle:Vehicle,Hash,"```
iVar3 = get_vehicle_cause_of_destruction(uLocal_248[iVar2]);  
if (iVar3 == joaat(""weapon_stickybomb""))  
{  
     func_171(726);  
     iLocal_260 = 1;  
}  
```"
VEHICLE,0xF271147EB7B40F12,GET_VEHICLE_BODY_HEALTH,vehicle:Vehicle,float,"```
Seems related to vehicle health, like the one in IV.  
Max 1000, min 0.  
Vehicle does not necessarily explode or become undrivable at 0.  
```"
VEHICLE,0xA916396DF4154EE3,_GET_VEHICLE_CAN_ACTIVATE_PARACHUTE,vehicle:Vehicle,BOOL,
